EventCode,EventType,RecordNumber,_time,action,anonymized_ComputerName,dest,source,sourcetype,src,user
4648,0,246866881,2016-09-02T18:39:07.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,246868982,2016-09-02T18:44:45.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246869231,2016-09-02T18:44:57.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,246878433,2016-09-02T19:05:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246879269,2016-09-02T19:07:07.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012237511,2016-09-02T19:10:39.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012242721,2016-09-02T19:14:50.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012250266,2016-09-02T19:20:50.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246886869,2016-09-02T19:23:12.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246887449,2016-09-02T19:24:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012257523,2016-09-02T19:27:07.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246889153,2016-09-02T19:28:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012263256,2016-09-02T19:32:16.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012263842,2016-09-02T19:32:59.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012265685,2016-09-02T19:34:53.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246895377,2016-09-02T19:40:57.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2512466783,2016-09-02T19:41:07.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2512478629,2016-09-02T19:48:39.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2512488835,2016-09-02T19:54:23.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,246901950,2016-09-02T19:54:57.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,246902968,2016-09-02T19:57:07.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246903434,2016-09-02T19:58:45.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012292249,2016-09-02T20:01:07.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246905878,2016-09-02T20:04:16.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012296345,2016-09-02T20:04:55.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012299272,2016-09-02T20:07:10.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246908651,2016-09-02T20:10:22.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246910642,2016-09-02T20:14:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,246913583,2016-09-02T20:21:02.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246916292,2016-09-02T20:26:57.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,246918330,2016-09-02T20:31:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,246920337,2016-09-02T20:35:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2512582317,2016-09-02T20:36:56.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012348962,2016-09-02T20:48:58.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012352096,2016-09-02T20:51:07.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012354017,2016-09-02T20:53:00.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246929480,2016-09-02T20:55:03.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,246929978,2016-09-02T20:56:37.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2512618635,2016-09-02T20:59:01.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246933263,2016-09-02T21:02:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,246934248,2016-09-02T21:04:55.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2512632545,2016-09-02T21:06:43.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2512637249,2016-09-02T21:09:07.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2512637450,2016-09-02T21:09:12.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,246938409,2016-09-02T21:13:05.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012380612,2016-09-02T21:17:05.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012382255,2016-09-02T21:18:55.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012389598,2016-09-02T21:24:19.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,246945713,2016-09-02T21:26:46.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012401522,2016-09-02T21:32:16.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246949563,2016-09-02T21:33:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012413784,2016-09-02T21:40:59.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,246954568,2016-09-02T21:42:16.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012416261,2016-09-02T21:42:53.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,246958190,2016-09-02T21:48:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2512714194,2016-09-02T21:56:23.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2512722713,2016-09-02T22:00:40.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2512726798,2016-09-02T22:03:07.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2512729502,2016-09-02T22:04:53.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2512745207,2016-09-02T22:13:01.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,246972602,2016-09-02T22:15:08.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012493193,2016-09-02T22:26:16.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012499355,2016-09-02T22:30:37.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012499751,2016-09-02T22:30:56.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,246981873,2016-09-02T22:31:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246982946,2016-09-02T22:32:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2512840112,2016-09-02T22:42:55.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,246988845,2016-09-02T22:42:59.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,246990109,2016-09-02T22:45:03.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2512848450,2016-09-02T22:46:54.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,246994256,2016-09-02T22:52:37.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2512873505,2016-09-02T22:56:56.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012545199,2016-09-02T22:57:03.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,chuck
4624,0,2512896335,2016-09-02T23:05:31.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247002944,2016-09-02T23:07:31.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247003117,2016-09-02T23:07:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247003482,2016-09-02T23:08:58.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247003972,2016-09-02T23:09:31.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012563506,2016-09-02T23:11:27.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012566815,2016-09-02T23:13:25.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012568816,2016-09-02T23:15:01.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012586152,2016-09-02T23:21:38.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012599211,2016-09-02T23:27:26.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247015692,2016-09-02T23:29:38.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247018087,2016-09-02T23:33:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247021201,2016-09-02T23:37:40.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,1012631816,2016-09-02T23:41:29.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012632442,2016-09-02T23:41:48.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247025967,2016-09-02T23:43:29.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,1012645261,2016-09-02T23:49:48.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012647559,2016-09-02T23:51:48.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012649842,2016-09-02T23:53:29.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247037403,2016-09-02T23:56:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247038239,2016-09-02T23:57:49.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2512988724,2016-09-02T23:59:14.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247039277,2016-09-02T23:59:27.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247052898,2016-09-03T00:15:01.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247054896,2016-09-03T00:17:25.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247055046,2016-09-03T00:17:33.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012700326,2016-09-03T00:23:32.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,127760269,2016-09-03T00:23:41.000+05:30,success,anon_ComputerName_11,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247066622,2016-09-03T00:29:25.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247077338,2016-09-03T00:37:30.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247087575,2016-09-03T00:47:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012742032,2016-09-03T00:51:17.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,chuck
4648,0,247102546,2016-09-03T01:02:54.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247105780,2016-09-03T01:09:04.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247106931,2016-09-03T01:11:05.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247107294,2016-09-03T01:11:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247108757,2016-09-03T01:15:08.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247110819,2016-09-03T01:18:32.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247112949,2016-09-03T01:22:34.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247113023,2016-09-03T01:22:41.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247114274,2016-09-03T01:25:14.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012814016,2016-09-03T01:38:47.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012815392,2016-09-03T01:39:31.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247122846,2016-09-03T01:40:46.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247124496,2016-09-03T01:43:38.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1012824344,2016-09-03T01:46:50.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247127944,2016-09-03T01:50:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247132499,2016-09-03T01:59:02.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247133675,2016-09-03T02:01:22.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2513238317,2016-09-03T02:06:51.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247137756,2016-09-03T02:09:15.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247137769,2016-09-03T02:09:17.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513246324,2016-09-03T02:10:46.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247140025,2016-09-03T02:13:38.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513255566,2016-09-03T02:15:40.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2513257194,2016-09-03T02:16:48.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,2513262128,2016-09-03T02:19:15.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247144698,2016-09-03T02:22:59.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247145487,2016-09-03T02:24:43.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2513272093,2016-09-03T02:24:47.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247147690,2016-09-03T02:28:45.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,1012892467,2016-09-03T02:31:15.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247151064,2016-09-03T02:34:47.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247159181,2016-09-03T02:50:46.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012922482,2016-09-03T02:54:42.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,1012923514,2016-09-03T02:55:37.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012927481,2016-09-03T02:59:02.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247164520,2016-09-03T03:01:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,1012933063,2016-09-03T03:03:22.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2513351117,2016-09-03T03:13:40.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2513357957,2016-09-03T03:17:02.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247173196,2016-09-03T03:17:35.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247174660,2016-09-03T03:20:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247174741,2016-09-03T03:20:47.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247175773,2016-09-03T03:22:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,2513372622,2016-09-03T03:24:51.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513374287,2016-09-03T03:25:17.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247181250,2016-09-03T03:31:15.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2513400683,2016-09-03T03:38:46.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513400698,2016-09-03T03:38:47.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247187370,2016-09-03T03:42:45.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247188829,2016-09-03T03:45:02.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247190451,2016-09-03T03:47:37.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247200580,2016-09-03T04:04:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247202406,2016-09-03T04:07:40.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,2513453299,2016-09-03T04:08:51.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247202685,2016-09-03T04:08:51.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,1013023591,2016-09-03T04:30:51.000+05:30,success,anon_ComputerName_18,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247218200,2016-09-03T04:39:22.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247219869,2016-09-03T04:42:47.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,2513517909,2016-09-03T04:44:58.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513525881,2016-09-03T04:48:46.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513530168,2016-09-03T04:50:58.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,2513542577,2016-09-03T04:57:40.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247227973,2016-09-03T04:59:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247228108,2016-09-03T04:59:31.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,2513549493,2016-09-03T05:01:17.000+05:30,success,anon_ComputerName_17,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4624,0,247231331,2016-09-03T05:06:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247237358,2016-09-03T05:19:02.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247239397,2016-09-03T05:23:21.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4624,0,247240060,2016-09-03T05:24:50.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247240216,2016-09-03T05:25:10.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247240742,2016-09-03T05:26:42.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247247145,2016-09-03T05:39:38.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4624,0,247258277,2016-09-03T06:05:00.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.102,bob
4648,0,247260538,2016-09-03T06:10:45.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
4648,0,247260552,2016-09-03T06:10:46.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247261498,2016-09-03T06:12:56.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.101,bob
4648,0,247262525,2016-09-03T06:15:13.000+05:30,success,anon_ComputerName_19,host_11,WinEventLog:Security,WinEventLog:Security,10.17.0.103,bob
